Number	Northing	Easting	Elevation	Raw Desc	Latitude	Longitude
11258	2113030.516920	6763519.91304	0.00	A1 R12 P58	38.96222018810	-121.29009067600
11259	2113030.495170	6763523.24618	0.00	A1 R12 P59	38.96222005680	-121.29007895400
11260	2113030.473700	6763526.57941	0.00	A1 R12 P60	38.96221992640	-121.29006723200
11207	2113031.622970	6763349.91651	0.00	A1 R12 P7	38.96222686970	-121.29068850300
11261	2113030.451750	6763529.91277	0.00	A1 R12 P61	38.96221979460	-121.29005551000
11262	2113030.430170	6763533.24603	0.00	A1 R12 P62	38.96221966390	-121.29004378700
11263	2113030.408410	6763536.57918	0.00	A1 R12 P63	38.96221953260	-121.29003206600
11264	2113030.386900	6763539.91241	0.00	A1 R12 P64	38.96221940210	-121.29002034400
11265	2113030.365000	6763543.24577	0.00	A1 R12 P65	38.96221927040	-121.29000862100
11266	2113030.343360	6763546.57909	0.00	A1 R12 P66	38.96221913950	-121.28999689900
11267	2113030.321830	6763549.91234	0.00	A1 R12 P67	38.96221900890	-121.28998517700
11268	2113030.300080	6763553.24551	0.00	A1 R12 P68	38.96221887760	-121.28997345500
11269	2113030.278320	6763556.57875	0.00	A1 R12 P69	38.96221874640	-121.28996173300
11270	2113030.256590	6763559.91202	0.00	A1 R12 P70	38.96221861520	-121.28995001100
11208	2113031.601270	6763353.24971	0.00	A1 R12 P8	38.96222673870	-121.29067678100
11271	2113030.234940	6763563.24518	0.00	A1 R12 P71	38.96221848430	-121.28993828900
11272	2113030.213340	6763566.57849	0.00	A1 R12 P72	38.96221835340	-121.28992656700
11273	2113030.191610	6763569.91191	0.00	A1 R12 P73	38.96221822230	-121.28991484400
11274	2113030.169880	6763573.24509	0.00	A1 R12 P74	38.96221809110	-121.28990312300
11275	2113030.148290	6763576.57833	0.00	A1 R12 P75	38.96221796030	-121.28989140100
11276	2113030.126440	6763579.91176	0.00	A1 R12 P76	38.96221782880	-121.28987967800
11277	2113030.104840	6763583.24503	0.00	A1 R12 P77	38.96221769790	-121.28986795600
11278	2113030.083100	6763586.57817	0.00	A1 R12 P78	38.96221756670	-121.28985623400
11279	2113030.061630	6763589.91141	0.00	A1 R12 P79	38.96221743630	-121.28984451200
11280	2113030.039690	6763593.24475	0.00	A1 R12 P80	38.96221730450	-121.28983279000
11209	2113031.579430	6763356.58298	0.00	A1 R12 P9	38.96222660730	-121.29066505900
11281	2113030.018100	6763596.57801	0.00	A1 R12 P81	38.96221717370	-121.28982106800
11282	2113029.996370	6763599.91117	0.00	A1 R12 P82	38.96221704250	-121.28980934600
11283	2113029.974800	6763603.24440	0.00	A1 R12 P83	38.96221691180	-121.28979762400
11284	2113029.952980	6763606.57772	0.00	A1 R12 P84	38.96221678030	-121.28978590200
11285	2113029.931430	6763609.90928	0.00	A1 R12 P85	38.96221664970	-121.28977418600
11210	2113031.557920	6763359.91626	0.00	A1 R12 P10	38.96222647680	-121.29065333700
11301	2113021.753700	6763330.01716	0.00	A1 R13 P1	38.96220019780	-121.29075875700
11302	2113021.731940	6763333.35035	0.00	A1 R13 P2	38.96220006670	-121.29074703500
11311	2113021.536670	6763363.34969	0.00	A1 R13 P11	38.96219888760	-121.29064153700
11312	2113021.515100	6763366.68303	0.00	A1 R13 P12	38.96219875690	-121.29062981400
11313	2113021.493440	6763370.01617	0.00	A1 R13 P13	38.96219862600	-121.29061809300
11314	2113021.471770	6763373.34934	0.00	A1 R13 P14	38.96219849510	-121.29060637100
11315	2113021.449930	6763376.68270	0.00	A1 R13 P15	38.96219836360	-121.29059464800
11316	2113021.428390	6763380.01610	0.00	A1 R13 P16	38.96219823300	-121.29058292600
11317	2113021.406650	6763383.34927	0.00	A1 R13 P17	38.96219810190	-121.29057120400
11318	2113021.384820	6763386.68269	0.00	A1 R13 P18	38.96219797050	-121.29055948200
11319	2113021.363310	6763390.01608	0.00	A1 R13 P19	38.96219784000	-121.29054775900
11320	2113021.341620	6763393.34924	0.00	A1 R13 P20	38.96219770900	-121.29053603700
11303	2113021.710170	6763336.68358	0.00	A1 R13 P3	38.96219993540	-121.29073531300
11321	2113021.319870	6763396.68236	0.00	A1 R13 P21	38.96219757780	-121.29052431600
11322	2113021.298000	6763400.01562	0.00	A1 R13 P22	38.96219744630	-121.29051259400
11323	2113021.276590	6763403.34895	0.00	A1 R13 P23	38.96219731610	-121.29050087100
11324	2113021.254940	6763406.68221	0.00	A1 R13 P24	38.96219718520	-121.29048914900
11325	2113021.233140	6763410.01537	0.00	A1 R13 P25	38.96219705390	-121.29047742700
11326	2113021.211230	6763413.34862	0.00	A1 R13 P26	38.96219692220	-121.29046570500
11327	2113021.189840	6763416.68196	0.00	A1 R13 P27	38.96219679210	-121.29045398300
11328	2113021.168210	6763420.01521	0.00	A1 R13 P28	38.96219666120	-121.29044226100
11329	2113021.146350	6763423.34836	0.00	A1 R13 P29	38.96219652970	-121.29043053900
11330	2113021.124580	6763426.68171	0.00	A1 R13 P30	38.96219639850	-121.29041881700
11304	2113021.688610	6763340.01692	0.00	A1 R13 P4	38.96219980480	-121.29072359100
11331	2113021.103020	6763430.01505	0.00	A1 R13 P31	38.96219626780	-121.29040709500
11332	2113021.081370	6763433.34817	0.00	A1 R13 P32	38.96219613690	-121.29039537300
11333	2113021.059690	6763436.68134	0.00	A1 R13 P33	38.96219600590	-121.29038365100
11334	2113021.037830	6763440.01472	0.00	A1 R13 P34	38.96219587440	-121.29037192900
11335	2113021.016310	6763443.34812	0.00	A1 R13 P35	38.96219574390	-121.29036020600
11336	2113020.994580	6763446.68129	0.00	A1 R13 P36	38.96219561270	-121.29034848400
11337	2113020.972740	6763450.01471	0.00	A1 R13 P37	38.96219548130	-121.29033676200
11338	2113020.951240	6763453.34810	0.00	A1 R13 P38	38.96219535080	-121.29032503900
11339	2113020.929500	6763456.68120	0.00	A1 R13 P39	38.96219521960	-121.29031331800
11340	2113020.907840	6763460.01432	0.00	A1 R13 P40	38.96219508870	-121.29030159600
11305	2113021.666980	6763343.35021	0.00	A1 R13 P5	38.96219967400	-121.29071186900
11341	2113020.885910	6763463.34762	0.00	A1 R13 P41	38.96219495700	-121.29028987400
11342	2113020.864560	6763466.68101	0.00	A1 R13 P42	38.96219482690	-121.29027815100
11343	2113020.842810	6763470.01426	0.00	A1 R13 P43	38.96219469570	-121.29026642900
11344	2113020.821050	6763473.34737	0.00	A1 R13 P44	38.96219456450	-121.29025470800
11345	2113020.799140	6763476.68062	0.00	A1 R13 P45	38.96219443290	-121.29024298600
11346	2113020.777770	6763480.01396	0.00	A1 R13 P46	38.96219430270	-121.29023126300
11347	2113020.756130	6763483.34721	0.00	A1 R13 P47	38.96219417180	-121.29021954100
11348	2113020.734270	6763486.68037	0.00	A1 R13 P48	38.96219404030	-121.29020782000
11349	2113020.712390	6763490.01362	0.00	A1 R13 P49	38.96219390870	-121.29019609800
11350	2113020.691030	6763493.34696	0.00	A1 R13 P50	38.96219377860	-121.29018437500
11306	2113021.645250	6763346.68336	0.00	A1 R13 P6	38.96219954290	-121.29070014700
11351	2113020.669290	6763496.68017	0.00	A1 R13 P51	38.96219364740	-121.29017265300
11352	2113020.647610	6763500.01333	0.00	A1 R13 P52	38.96219351640	-121.29016093200
11353	2113020.625750	6763503.34672	0.00	A1 R13 P53	38.96219338490	-121.29014920900
11354	2113020.604240	6763506.68012	0.00	A1 R13 P54	38.96219325430	-121.29013748600
11355	2113020.582450	6763510.01324	0.00	A1 R13 P55	38.96219312300	-121.29012576500
11356	2113020.560710	6763513.34666	0.00	A1 R13 P56	38.96219299180	-121.29011404200
11357	2113020.539160	6763516.68010	0.00	A1 R13 P57	38.96219286110	-121.29010232000
11358	2113020.517420	6763520.01320	0.00	A1 R13 P58	38.96219273000	-121.29009059800
11359	2113020.495760	6763523.34632	0.00	A1 R13 P59	38.96219259900	-121.29007887600
11360	2113020.473830	6763526.67962	0.00	A1 R13 P60	38.96219246730	-121.29006715400
11307	2113021.623390	6763350.01666	0.00	A1 R13 P7	38.96219941140	-121.29068842500
11361	2113020.452480	6763530.01301	0.00	A1 R13 P61	38.96219233720	-121.29005543200
11362	2113020.430680	6763533.34621	0.00	A1 R13 P62	38.96219220580	-121.29004371000
11363	2113020.409020	6763536.67931	0.00	A1 R13 P63	38.96219207480	-121.29003198800
11364	2113020.387050	6763540.01262	0.00	A1 R13 P64	38.96219194300	-121.29002026600
11365	2113020.365740	6763543.34602	0.00	A1 R13 P65	38.96219181300	-121.29000854400
11366	2113020.343990	6763546.67926	0.00	A1 R13 P66	38.96219168180	-121.28999682100
11367	2113020.322190	6763550.01237	0.00	A1 R13 P67	38.96219155040	-121.28998510000
11368	2113020.300320	6763553.34562	0.00	A1 R13 P68	38.96219141880	-121.28997337800
11369	2113020.278950	6763556.67896	0.00	A1 R13 P69	38.96219128870	-121.28996165600
11370	2113020.257210	6763560.01217	0.00	A1 R13 P70	38.96219115740	-121.28994993400
11308	2113021.601840	6763353.35001	0.00	A1 R13 P8	38.96219928080	-121.29067670300
11371	2113020.235530	6763563.34534	0.00	A1 R13 P71	38.96219102640	-121.28993821200
11372	2113020.213680	6763566.67871	0.00	A1 R13 P72	38.96219089490	-121.28992648900
11373	2113020.192150	6763570.01212	0.00	A1 R13 P73	38.96219076430	-121.28991476700
11374	2113020.170360	6763573.34524	0.00	A1 R13 P74	38.96219063300	-121.28990304500
11375	2113020.148530	6763576.67856	0.00	A1 R13 P75	38.96219050150	-121.28989132300
11376	2113020.127170	6763580.01200	0.00	A1 R13 P76	38.96219037130	-121.28987960000
11377	2113020.105330	6763583.34520	0.00	A1 R13 P77	38.96219023980	-121.28986787800
11378	2113020.083670	6763586.67832	0.00	A1 R13 P78	38.96219010880	-121.28985615700
11379	2113020.061770	6763590.01162	0.00	A1 R13 P79	38.96218997720	-121.28984443500
11380	2113020.040370	6763593.34499	0.00	A1 R13 P80	38.96218984690	-121.28983271200
11309	2113021.580280	6763356.68320	0.00	A1 R13 P9	38.96219915020	-121.29066498100
11381	2113020.018600	6763596.67820	0.00	A1 R13 P81	38.96218971560	-121.28982099000
11382	2113019.996940	6763600.01131	0.00	A1 R13 P82	38.96218958460	-121.28980926900
11383	2113019.974990	6763603.34460	0.00	A1 R13 P83	38.96218945280	-121.28979754700
11384	2113019.953640	6763606.67799	0.00	A1 R13 P84	38.96218932270	-121.28978582400
11385	2113019.931760	6763610.00959	0.00	A1 R13 P85	38.96218919110	-121.28977410800
11310	2113021.558430	6763360.01635	0.00	A1 R13 P10	38.96219901870	-121.29065325900
11401	2113011.754100	6763330.11743	0.00	A1 R14 P1	38.96217273940	-121.29075867900
11402	2113011.732430	6763333.45042	0.00	A1 R14 P2	38.96217260850	-121.29074695800
11411	2113011.537260	6763363.44985	0.00	A1 R14 P11	38.96217142970	-121.29064145900
11412	2113011.515670	6763366.78334	0.00	A1 R14 P12	38.96217129900	-121.29062973600
11413	2113011.493920	6763370.11639	0.00	A1 R14 P13	38.96217116780	-121.29061801500
11414	2113011.472260	6763373.44940	0.00	A1 R14 P14	38.96217103690	-121.29060629400
11415	2113011.450570	6763376.78287	0.00	A1 R14 P15	38.96217090590	-121.29059457100
11416	2113011.428860	6763380.11635	0.00	A1 R14 P16	38.96217077490	-121.29058284800
11417	2113011.407100	6763383.44938	0.00	A1 R14 P17	38.96217064370	-121.29057112700
11418	2113011.385400	6763386.78286	0.00	A1 R14 P18	38.96217051260	-121.29055940400
11419	2113011.363800	6763390.11635	0.00	A1 R14 P19	38.96217038190	-121.29054768100
11420	2113011.342040	6763393.44937	0.00	A1 R14 P20	38.96217025070	-121.29053596000
11403	2113011.710730	6763336.78386	0.00	A1 R14 P3	38.96217247750	-121.29073523500
11421	2113011.320400	6763396.78238	0.00	A1 R14 P21	38.96217011980	-121.29052423800
11422	2113011.298710	6763400.11587	0.00	A1 R14 P22	38.96216998880	-121.29051251600
11423	2113011.276990	6763403.44935	0.00	A1 R14 P23	38.96216985770	-121.29050079300
11424	2113011.255340	6763406.78235	0.00	A1 R14 P24	38.96216972680	-121.29048907200
11425	2113011.233710	6763410.11539	0.00	A1 R14 P25	38.96216959600	-121.29047735000
11426	2113011.211890	6763413.44887	0.00	A1 R14 P26	38.96216946460	-121.29046562700
11427	2113011.190290	6763416.78234	0.00	A1 R14 P27	38.96216933380	-121.29045390500
11428	2113011.168630	6763420.11537	0.00	A1 R14 P28	38.96216920290	-121.29044218300
11429	2113011.146880	6763423.44839	0.00	A1 R14 P29	38.96216907170	-121.29043046200
11430	2113011.125200	6763426.78186	0.00	A1 R14 P30	38.96216894070	-121.29041873900
11404	2113011.689100	6763340.11732	0.00	A1 R14 P4	38.96217234670	-121.29072351200
11431	2113011.103580	6763430.11535	0.00	A1 R14 P31	38.96216880990	-121.29040701600
11432	2113011.081830	6763433.44838	0.00	A1 R14 P32	38.96216867870	-121.29039529500
11433	2113011.060180	6763436.78139	0.00	A1 R14 P33	38.96216854780	-121.29038357400
11434	2113011.038500	6763440.11488	0.00	A1 R14 P34	38.96216841680	-121.29037185100
11435	2113011.016770	6763443.44835	0.00	A1 R14 P35	38.96216828570	-121.29036012800
11436	2113010.995020	6763446.78138	0.00	A1 R14 P36	38.96216815450	-121.29034840700
11437	2113010.973320	6763450.11486	0.00	A1 R14 P37	38.96216802340	-121.29033668400
11438	2113010.951710	6763453.44835	0.00	A1 R14 P38	38.96216789260	-121.29032496100
11439	2113010.929950	6763456.78137	0.00	A1 R14 P39	38.96216776140	-121.29031324000
11440	2113010.908310	6763460.11437	0.00	A1 R14 P40	38.96216763050	-121.29030151900
11405	2113011.667410	6763343.45037	0.00	A1 R14 P5	38.96217221570	-121.29071179100
11441	2113010.886630	6763463.44788	0.00	A1 R14 P41	38.96216749950	-121.29028979600
11442	2113010.864900	6763466.78135	0.00	A1 R14 P42	38.96216736840	-121.29027807300
11443	2113010.843250	6763470.11435	0.00	A1 R14 P43	38.96216723750	-121.29026635200
11444	2113010.821620	6763473.44739	0.00	A1 R14 P44	38.96216710660	-121.29025463100
11445	2113010.799810	6763476.78088	0.00	A1 R14 P45	38.96216697520	-121.29024290800
11446	2113010.778200	6763480.11434	0.00	A1 R14 P46	38.96216684440	-121.29023118500
11447	2113010.756550	6763483.44737	0.00	A1 R14 P47	38.96216671350	-121.29021946400
11448	2113010.734800	6763486.78039	0.00	A1 R14 P48	38.96216658230	-121.29020774300
11449	2113010.713110	6763490.11386	0.00	A1 R14 P49	38.96216645120	-121.29019602000
11450	2113010.691500	6763493.44736	0.00	A1 R14 P50	38.96216632040	-121.29018429700
11406	2113011.645780	6763346.78341	0.00	A1 R14 P6	38.96217208490	-121.29070007000
11451	2113010.669750	6763496.78038	0.00	A1 R14 P51	38.96216618920	-121.29017257600
11452	2113010.648090	6763500.11339	0.00	A1 R14 P52	38.96216605830	-121.29016085400
11453	2113010.626410	6763503.44688	0.00	A1 R14 P53	38.96216592720	-121.29014913200
11454	2113010.604680	6763506.78036	0.00	A1 R14 P54	38.96216579610	-121.29013740900
11455	2113010.582930	6763510.11338	0.00	A1 R14 P55	38.96216566490	-121.29012568700
11456	2113010.561240	6763513.44686	0.00	A1 R14 P56	38.96216553380	-121.29011396500
11457	2113010.539630	6763516.78036	0.00	A1 R14 P57	38.96216540300	-121.29010224200
11458	2113010.517860	6763520.11337	0.00	A1 R14 P58	38.96216527170	-121.29009052000
11459	2113010.496230	6763523.44637	0.00	A1 R14 P59	38.96216514080	-121.29007879900
11460	2113010.474540	6763526.77988	0.00	A1 R14 P60	38.96216500980	-121.29006707600
11407	2113011.623960	6763350.11686	0.00	A1 R14 P7	38.96217195350	-121.29068834700
11461	2113010.452810	6763530.11335	0.00	A1 R14 P61	38.96216487860	-121.29005535400
11462	2113010.431160	6763533.44635	0.00	A1 R14 P62	38.96216474770	-121.29004363200
11463	2113010.409530	6763536.77939	0.00	A1 R14 P63	38.96216461680	-121.29003191100
11464	2113010.387720	6763540.11288	0.00	A1 R14 P64	38.96216448540	-121.29002018800
11465	2113010.366110	6763543.44634	0.00	A1 R14 P65	38.96216435460	-121.29000846500
11466	2113010.344460	6763546.77937	0.00	A1 R14 P66	38.96216422360	-121.28999674400
11467	2113010.322710	6763550.11239	0.00	A1 R14 P67	38.96216409240	-121.28998502300
11468	2113010.301030	6763553.44586	0.00	A1 R14 P68	38.96216396130	-121.28997330000
11469	2113010.279410	6763556.77936	0.00	A1 R14 P69	38.96216383050	-121.28996157700
11470	2113010.257660	6763560.11239	0.00	A1 R14 P70	38.96216369920	-121.28994985600
11408	2113011.602380	6763353.45032	0.00	A1 R14 P8	38.96217182280	-121.29067662400
11471	2113010.236000	6763563.44539	0.00	A1 R14 P71	38.96216356830	-121.28993813500
11472	2113010.214320	6763566.77888	0.00	A1 R14 P72	38.96216343720	-121.28992641200
11473	2113010.192600	6763570.11236	0.00	A1 R14 P73	38.96216330610	-121.28991468900
11474	2113010.170850	6763573.44538	0.00	A1 R14 P74	38.96216317480	-121.28990296800
11475	2113010.149150	6763576.77886	0.00	A1 R14 P75	38.96216304370	-121.28989124500
11476	2113010.127550	6763580.11236	0.00	A1 R14 P76	38.96216291290	-121.28987952200
11477	2113010.105780	6763583.44537	0.00	A1 R14 P77	38.96216278160	-121.28986780100
11478	2113010.084150	6763586.77838	0.00	A1 R14 P78	38.96216265070	-121.28985608000
11479	2113010.062450	6763590.11188	0.00	A1 R14 P79	38.96216251960	-121.28984435700
11480	2113010.040740	6763593.44535	0.00	A1 R14 P80	38.96216238850	-121.28983263400
11409	2113011.580710	6763356.78337	0.00	A1 R14 P9	38.96217169190	-121.29066490300
11481	2113010.019090	6763596.77836	0.00	A1 R14 P81	38.96216225750	-121.28982091300
11482	2113009.997440	6763600.11140	0.00	A1 R14 P82	38.96216212650	-121.28980919200
11483	2113009.975620	6763603.44487	0.00	A1 R14 P83	38.96216199510	-121.28979746900
11484	2113009.954060	6763606.77833	0.00	A1 R14 P84	38.96216186440	-121.28978574600
11485	2113009.932420	6763610.10990	0.00	A1 R14 P85	38.96216173350	-121.28977403000
11410	2113011.558950	6763360.11640	0.00	A1 R14 P10	38.96217156070	-121.29065318200
10301	2113121.748520	6763329.01449	0.00	A1 R3 P1	38.96247477820	-121.29075953900
10302	2113121.726780	6763332.34776	0.00	A1 R3 P2	38.96247464700	-121.29074781700
10311	2113121.531680	6763362.34710	0.00	A1 R3 P11	38.96247346840	-121.29064231800
10312	2113121.510090	6763365.68038	0.00	A1 R3 P12	38.96247333770	-121.29063059500
10313	2113121.488220	6763369.01374	0.00	A1 R3 P13	38.96247320620	-121.29061887300
10314	2113121.466670	6763372.34699	0.00	A1 R3 P14	38.96247307560	-121.29060715100
10315	2113121.444900	6763375.68012	0.00	A1 R3 P15	38.96247294440	-121.29059542900
10316	2113121.423410	6763379.01336	0.00	A1 R3 P16	38.96247281390	-121.29058370700
10317	2113121.401510	6763382.34674	0.00	A1 R3 P17	38.96247268240	-121.29057198500
10318	2113121.379850	6763385.67998	0.00	A1 R3 P18	38.96247255140	-121.29056026300
10319	2113121.358150	6763389.01313	0.00	A1 R3 P19	38.96247242040	-121.29054854100
10320	2113121.336700	6763392.34642	0.00	A1 R3 P20	38.96247229010	-121.29053681900
10303	2113121.705220	6763335.68092	0.00	A1 R3 P3	38.96247451640	-121.29073609500
10321	2113121.314750	6763395.67977	0.00	A1 R3 P21	38.96247215830	-121.29052509600
10322	2113121.293180	6763399.01297	0.00	A1 R3 P22	38.96247202770	-121.29051337400
10323	2113121.271420	6763402.34613	0.00	A1 R3 P23	38.96247189650	-121.29050165200
10324	2113121.249940	6763405.67942	0.00	A1 R3 P24	38.96247176600	-121.29048993000
10325	2113121.227880	6763409.01267	0.00	A1 R3 P25	38.96247163400	-121.29047820800
10326	2113121.206400	6763412.34593	0.00	A1 R3 P26	38.96247150360	-121.29046648600
10327	2113121.184840	6763415.67928	0.00	A1 R3 P27	38.96247137290	-121.29045476400
10328	2113121.162880	6763419.01256	0.00	A1 R3 P28	38.96247124120	-121.29044304100
10329	2113121.141410	6763422.34584	0.00	A1 R3 P29	38.96247111070	-121.29043131900
10330	2113121.119620	6763425.67909	0.00	A1 R3 P30	38.96247097950	-121.29041959700
10304	2113121.683490	6763339.01413	0.00	A1 R3 P4	38.96247438530	-121.29072437300
10331	2113121.098100	6763429.01238	0.00	A1 R3 P31	38.96247084890	-121.29040787500
10332	2113121.076190	6763432.34576	0.00	A1 R3 P32	38.96247071730	-121.29039615200
10333	2113121.054620	6763435.67900	0.00	A1 R3 P33	38.96247058660	-121.29038443000
10334	2113121.032870	6763439.01212	0.00	A1 R3 P34	38.96247045540	-121.29037270900
10335	2113121.011390	6763442.34536	0.00	A1 R3 P35	38.96247032500	-121.29036098700
10336	2113120.989530	6763445.67866	0.00	A1 R3 P36	38.96247019350	-121.29034926400
10337	2113120.967750	6763449.01191	0.00	A1 R3 P37	38.96247006220	-121.29033754200
10338	2113120.946090	6763452.34513	0.00	A1 R3 P38	38.96246993130	-121.29032582000
10339	2113120.924680	6763455.67840	0.00	A1 R3 P39	38.96246980100	-121.29031409800
10340	2113120.902690	6763459.01176	0.00	A1 R3 P40	38.96246966910	-121.29030237600
10305	2113121.661890	6763342.34743	0.00	A1 R3 P5	38.96247425460	-121.29071265100
10341	2113120.881130	6763462.34497	0.00	A1 R3 P41	38.96246953850	-121.29029065400
10342	2113120.859340	6763465.67813	0.00	A1 R3 P42	38.96246940720	-121.29027893200
10343	2113120.837890	6763469.01144	0.00	A1 R3 P43	38.96246927680	-121.29026721000
10344	2113120.815860	6763472.34469	0.00	A1 R3 P44	38.96246914480	-121.29025548800
10345	2113120.794360	6763475.67794	0.00	A1 R3 P45	38.96246901430	-121.29024376500
10346	2113120.772790	6763479.01129	0.00	A1 R3 P46	38.96246888360	-121.29023204300
10347	2113120.750840	6763482.34457	0.00	A1 R3 P47	38.96246875180	-121.29022032100
10348	2113120.729370	6763485.67785	0.00	A1 R3 P48	38.96246862140	-121.29020859900
10349	2113120.707550	6763489.01109	0.00	A1 R3 P49	38.96246849000	-121.29019687700
10350	2113120.686080	6763492.34438	0.00	A1 R3 P50	38.96246835960	-121.29018515400
10306	2113121.640060	6763345.68066	0.00	A1 R3 P6	38.96247412320	-121.29070092900
10351	2113120.664130	6763495.67775	0.00	A1 R3 P51	38.96246822780	-121.29017343200
10352	2113120.642540	6763499.01096	0.00	A1 R3 P52	38.96246809710	-121.29016171000
10353	2113120.620750	6763502.34409	0.00	A1 R3 P53	38.96246796570	-121.29014998800
10354	2113120.599330	6763505.67736	0.00	A1 R3 P54	38.96246783540	-121.29013826600
10355	2113120.577370	6763509.01074	0.00	A1 R3 P55	38.96246770360	-121.29012654300
10356	2113120.555780	6763512.34398	0.00	A1 R3 P56	38.96246757290	-121.29011482100
10357	2113120.534020	6763515.67713	0.00	A1 R3 P57	38.96246744160	-121.29010310000
10358	2113120.512610	6763519.01039	0.00	A1 R3 P58	38.96246731130	-121.29009137800
10359	2113120.490620	6763522.34375	0.00	A1 R3 P59	38.96246717950	-121.29007965500
10360	2113120.469070	6763525.67697	0.00	A1 R3 P60	38.96246704880	-121.29006793300
10307	2113121.618530	6763349.01392	0.00	A1 R3 P7	38.96247399270	-121.29068920700
10361	2113120.447260	6763529.01013	0.00	A1 R3 P61	38.96246691740	-121.29005621100
10362	2113120.425860	6763532.34341	0.00	A1 R3 P62	38.96246678710	-121.29004448900
10363	2113120.403870	6763535.67675	0.00	A1 R3 P63	38.96246665530	-121.29003276700
10364	2113120.382200	6763539.01004	0.00	A1 R3 P64	38.96246652430	-121.29002104500
10365	2113120.360720	6763542.34328	0.00	A1 R3 P65	38.96246639380	-121.29000932200
10366	2113120.338770	6763545.67657	0.00	A1 R3 P66	38.96246626200	-121.28999760000
10367	2113120.317310	6763549.00985	0.00	A1 R3 P67	38.96246613160	-121.28998587800
10368	2113120.295470	6763552.34309	0.00	A1 R3 P68	38.96246600010	-121.28997415600
10369	2113120.274020	6763555.67637	0.00	A1 R3 P69	38.96246586970	-121.28996243400
10370	2113120.252050	6763559.00974	0.00	A1 R3 P70	38.96246573790	-121.28995071100
10308	2113121.596840	6763352.34725	0.00	A1 R3 P8	38.96247386170	-121.29067748400
10371	2113120.230470	6763562.34296	0.00	A1 R3 P71	38.96246560710	-121.28993898900
10372	2113120.208690	6763565.67609	0.00	A1 R3 P72	38.96246547580	-121.28992726800
10373	2113120.187260	6763569.00935	0.00	A1 R3 P73	38.96246534550	-121.28991554600
10374	2113120.165290	6763572.34273	0.00	A1 R3 P74	38.96246521360	-121.28990382300
10375	2113120.143720	6763575.67597	0.00	A1 R3 P75	38.96246508290	-121.28989210100
10376	2113120.121950	6763579.00913	0.00	A1 R3 P76	38.96246495160	-121.28988037900
10377	2113120.100520	6763582.34239	0.00	A1 R3 P77	38.96246482120	-121.28986865700
10378	2113120.078460	6763585.67566	0.00	A1 R3 P78	38.96246468910	-121.28985693500
10379	2113120.057090	6763589.00887	0.00	A1 R3 P79	38.96246455890	-121.28984521300
10380	2113120.035190	6763592.34212	0.00	A1 R3 P80	38.96246442730	-121.28983349100
10309	2113121.574910	6763355.68054	0.00	A1 R3 P9	38.96247373000	-121.29066576200
10381	2113120.013770	6763595.67541	0.00	A1 R3 P81	38.96246429690	-121.28982176900
10382	2113119.991800	6763599.00872	0.00	A1 R3 P82	38.96246416510	-121.28981004600
10383	2113119.970130	6763602.34199	0.00	A1 R3 P83	38.96246403410	-121.28979832400
10384	2113119.948660	6763605.67524	0.00	A1 R3 P84	38.96246390360	-121.28978660200
10385	2113119.926860	6763609.00686	0.00	A1 R3 P85	38.96246377220	-121.28977488600
10310	2113121.553380	6763359.01383	0.00	A1 R3 P10	38.96247359950	-121.29065404000
10401	2113111.748990	6763329.11468	0.00	A1 R4 P1	38.96244732000	-121.29075946100
10402	2113111.727250	6763332.44796	0.00	A1 R4 P2	38.96244718890	-121.29074773900
10411	2113111.532230	6763362.44733	0.00	A1 R4 P11	38.96244601050	-121.29064224000
10412	2113111.510370	6763365.78064	0.00	A1 R4 P12	38.96244587900	-121.29063051700
10413	2113111.488880	6763369.11400	0.00	A1 R4 P13	38.96244574860	-121.29061879500
10414	2113111.467220	6763372.44719	0.00	A1 R4 P14	38.96244561770	-121.29060707300
10415	2113111.445420	6763375.78037	0.00	A1 R4 P15	38.96244548640	-121.29059535100
10416	2113111.423650	6763379.11366	0.00	A1 R4 P16	38.96244535520	-121.29058362900
10417	2113111.402170	6763382.44697	0.00	A1 R4 P17	38.96244522470	-121.29057190700
10418	2113111.380320	6763385.78025	0.00	A1 R4 P18	38.96244509330	-121.29056018400
10419	2113111.358820	6763389.11346	0.00	A1 R4 P19	38.96244496280	-121.29054846300
10420	2113111.336920	6763392.44668	0.00	A1 R4 P20	38.96244483120	-121.29053674100
10403	2113111.705710	6763335.78124	0.00	A1 R4 P3	38.96244705830	-121.29073601700
10421	2113111.315380	6763395.77998	0.00	A1 R4 P21	38.96244470060	-121.29052501800
10422	2113111.293630	6763399.11325	0.00	A1 R4 P22	38.96244456950	-121.29051329600
10423	2113111.272100	6763402.44643	0.00	A1 R4 P23	38.96244443890	-121.29050157400
10424	2113111.250140	6763405.77968	0.00	A1 R4 P24	38.96244430710	-121.29048985200
10425	2113111.228610	6763409.11302	0.00	A1 R4 P25	38.96244417650	-121.29047813000
10426	2113111.206920	6763412.44634	0.00	A1 R4 P26	38.96244404550	-121.29046640700
10427	2113111.185150	6763415.77955	0.00	A1 R4 P27	38.96244391430	-121.29045468600
10428	2113111.163510	6763419.11292	0.00	A1 R4 P28	38.96244378340	-121.29044296300
10429	2113111.141850	6763422.44623	0.00	A1 R4 P29	38.96244365250	-121.29043124100
10430	2113111.120230	6763425.77936	0.00	A1 R4 P30	38.96244352170	-121.29041951900
